id,code,name,categoria_ids,activar,union_id/id
employee_management_extended.record_000832,0307/73,ASOCIACION ARG. ACTORES C/ ASOC. PROMOTORES TEATRALES ARG.,,FALSE,
employee_management_extended.record_000833,0307/75,ASOCIACION DE PERSONAL AERONAUTICO c/FEDERACION ARG.DE AEROCLUBES.,,FALSE,
employee_management_extended.record_000834,0307/98 E,"CENTRAL TERMICA ENERGIA DEL SUR S.A. , TRANSPA S.A. , CENTRAL HIDROELECTRICA AMEGHINO S.A. / FEDERACION TRABAJADORES LUZ Y FUERZA SINDICATO REGIONAL PATAGONIA DE LUZ Y FUERZA",,FALSE,
employee_management_extended.record_000835,0308/75,FEDERACION UNICA DE VIAJANTES DE LA ARGEN-TINA ASOCIACION VIAJEROS DE COMERCIO DE LA REPUBLICA ARGENTINA c/ CAMARA ARGENTINA DE COMERCIO Y OTRAS.,,FALSE,
employee_management_extended.record_000836,0309/75,FEDERACION DE TRABAJADORES DEL TABACO DE LA REP.ARG. c/CAMARA TABACALERA ARG.CIGARROS DE HOJAS.,,FALSE,
employee_management_extended.record_000837,0309/99,FEDERACION DE TRABAJADORES DEL TABACO DE LA REP. ARGENTINA c/ CAMARA ARGENTINA DE LA INDUSTRIA DEL TABACO,,FALSE,
employee_management_extended.record_000838,0310/98 E,ETHIKA JACARANDA AFJP / SIND. DEL SEGURO DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000839,0310/99,SINDICATO UNICO DE EMPLEADOS DEL TABACO DE LA REPUBLICA ARGENTINA c/ CAMARA DE LA INDUSTRIA DEL CIGARRILLO.,,FALSE,
employee_management_extended.record_000840,0311/75,SINDICATO OBREROS MARITIMOS UNIDOSC/ DUEÑOS PESCA COSTERA,,FALSE,
employee_management_extended.record_000841,0312/75,SINDICATO UNICO DE TRABAJADORES ESPECTACULO PUBLICO c/ ASOCIACION PROMOTORES TEATRALES ARGENTINOS.,,FALSE,
employee_management_extended.record_000842,0312/98 E,TERMINALES RIO DE LA PLATA S.A. / SINDICATO UNIDOS PORTUARIOS ARGENTINOS,,FALSE,
employee_management_extended.record_000843,0313/75,SINDICATO UNICO DE TRABAJADORES ESPECTACULO PUBLICO c/ ASOCIACION PROPIETARIOS DE ESTABLECIMIENTOS DE ESPECTACULOS Y DIVERSIONES PUBLICAS Y OTRAS.,,FALSE,
employee_management_extended.record_000844,0314/75,CENTRO DE JEFES Y OFICIALES MAQUINISTAS NAVALES c/ COMITE DE ARMADORES DE BUQUES TANQUES ARG.Y OTRAS.,,FALSE,
employee_management_extended.record_000845,0314/99,"ASOCIACION DE MODELOS ARGENTINOS C/ CAMARA ARGENTINA DE LA MODA, CAMARA ARGENTINA DE FANTASIAS, REGALOS Y AFINES, FEDERACION ARGENTINA DE LA INDUSTRIA DE LA INDUMENTARIA Y AFINES",,FALSE,
employee_management_extended.record_000846,0315/98 E,MADIDAN S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000847,0316/98 E,EMPRESA DISTRIBUIDORA SUR S.A. (EDESUR) / SINDICATO LUZ Y FUERZA CAPITAL FEDERAL,,FALSE,
employee_management_extended.record_000848,0317/99,"SINDICATO OBREROS DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTOS Y LAVADEROS AUTOMATICOS C/ ASOCIACION DE ESTACIONES DE SERVICIO DE LA REPUBLICA ARGENTINA",,FALSE,
employee_management_extended.record_000849,0318/75,SINDICATO UNICO DE TRABAJADORES ESPECTACULO PUBLICO c/ ASOCIACION DE TELERADIODIFUSORAS ARGENTINA Y OTRAS . EXTRAS TV,,FALSE,
employee_management_extended.record_000850,0318/99,"SINDICATO OBREROS Y EMPLEADOS DE LA EDUCACION Y LA MINORIDAD, CONSEJO SUP. EDUCACION CATOLICA, ASOCIACION INSTITUTO ENSEÑANZA PRIVADA, ASOCIACION ENTIDADES EDUCATIVAS PRIVADAS ARGENTINA, CONF. ARGENTINA INSTITUTOS ENSEÑANZA PRIVADA.",,FALSE,
employee_management_extended.record_000851,0319/75,UNION DE TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES c/ASOCIACION DEL FUTBOL ARGENTINO.,,FALSE,
employee_management_extended.record_000852,0319/99,"SINDICATO TRABAJADORES MANIPULEO EMPAQUE EXPEDICIONES DE FRUTAS FRESCAS Y HORTALIZAS DE CUYO c/ DICTA, GISPE, BACHIOCHI Y OTRAS.",,FALSE,
employee_management_extended.record_000853,0320/75,SINDICATO UNICO DE TRABADORES ESPECTACULO PUBLICO c/ ASOCIACION ARGENTINA EMPRESARIOS CIRCENSE SA.,,FALSE,
employee_management_extended.record_000854,0320/98 E,NAVIERA SUR PETROLERA S.A. / SIND. FLOTA PETROLERA DEL ESTADO - FEDERACION DE SINDICATOS UNIDOS PETROLEROS DEL ESTADO,,FALSE,
employee_management_extended.record_000855,0320/99,"SINDICATO DE TRABAJADORES MANIPULEO, EMPAQUE Y EXPEDICION DE FRUTAS FRESCAS Y HORTALIZAS DE CUYO CON CAMARA DE EMPACADORES, PRODUCTORES Y EXPORTADORES DE FRUTAS FRESCAS DEL ESTE DE MENDOZA, CAMARA DE COMERCIO, IND. Y AGRICULTURA DE TUNUYAN Y OTRAS",,FALSE,
employee_management_extended.record_000856,0321/99,"STO. REGIONAL OBREROS PANADEROS DE RIO CUARTO, STO. OBREROS PANADEROS SAN FRANCISCO Y FED. ARG. UNION PERSONAL DE PANADERIAS Y AF. C/ CENTRO DE INDUSTRIALES PANADEROS Y AF. DE LA PROVINCIA DE CORDOBA",,FALSE,
employee_management_extended.record_000857,0322/75,ASOCIACION ARG. DE ACTORES c/ASOCIACION TELERADIODIFUSORAS ARGENTINAS Y OTRAS.,,FALSE,
employee_management_extended.record_000858,0322/98 E,OPERADORES PORTUARIOS S.A. / SINDICATO DE GUINCHEROS Y MAQUINISTAS DE GRUAS MOVILES,,FALSE,
employee_management_extended.record_000859,0323/00,FEDERACION ARGENTINA DE CAMARAS Y ASOCIACIONES PSIQUIATRICAS C/ FEDERACION MEDICA GREMIAL DE LA CAPITAL FEDERAL,,FALSE,
employee_management_extended.record_000860,0324/75,ASOCIACION ARGENTINA DE ACTORES c/ASOCIACIÓN RADIODIFUSORAS PRIVADAS ARG. Y OTRAS.,,FALSE,
employee_management_extended.record_000861,0324/98 E,MUNICIPALIDAD DE TANDIL / FEDERACION NACIONAL DE TRABAJADORES DE OBRAS SANITARIAS SINDICATO DE TRABAJADORES DE OBRAS SANITARIAS,,FALSE,
employee_management_extended.record_000862,0325/00,SINDICATO OBREROS GUINCHEROS c/ CAMARA GREMIAL ARGENTINA DE ARENA Y PIEDRA.,,FALSE,
employee_management_extended.record_000863,0325/98 E,PROSEIN SRL / FED. DE SINDICATOS UNIDOS PETROLEROS DEL ESTADO,,FALSE,
employee_management_extended.record_000864,0326/00,"SIND OBREROS Y EMPLEADOS EDUCACION Y MINORIDAD C/ UNIV. CATOLICA DE CORDOBA, UNIV. CATOLICA DE LA PLATA, ESCUELA UNIV. DE TEOLOGIA, FUND. BLAS PASCAL, FUND. EMPRESARIAL SIGLO XXI, UNIV. DEL NORTE STO. TOMAS DE AQUINO, UNIV. CATOLICA DE CUYO, A",,FALSE,
employee_management_extended.record_000865,0326/75,FEDERACION TRABAJADORES DEL TABACO DE LA REP. ARGENTINA c/ CAMARA TABACALERA ARG.RAMA CIGARRILLOS CRIOLLOS,,FALSE,
employee_management_extended.record_000866,0326/98 E,PETAL S.A. / FED. DE SINDICATOS UNIDOS PETROLEROS DEL ESTADO,,FALSE,
employee_management_extended.record_000867,0327/00,"SINDICATO UNION OBRERA DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO, LAVADEROS AUTOMATICOS Y GOMERIAS DE CUYO, ASOCIACION MENDOCINA DE EXPENDEDORES DE NAFTA Y AFINES, CAMARA DE EXPENDEDORES DE COMBUSTIBLE Y AFINES DE SAN JUAN",,FALSE,
employee_management_extended.record_000868,0327/75,SINICATO DE ELECTRICISTAS-ELECTRONICISTAS NAVALES c/ FEDERACION ARG. DE ENTIDADES NAVIERAS Y OTRAS.,,FALSE,
employee_management_extended.record_000869,0327/98 E,"PETIT FOUR S.A. / FED. ARG. DE OBREROS PASTELEROS, CONFITEROS, PIZZEROS Y ALFAJOREROS SINDICATO TRABAJADORES ALFAJOREROS, REPOSTERO, PIZZEROS Y HELADEROS",,FALSE,
employee_management_extended.record_000870,0328/75,CENTRO DE COMISARIOS NAVALES c/FEDERACION ARGENTINA DE ENTIDADES NAVIERAS.,,FALSE,
employee_management_extended.record_000871,0329/00,"FEDERACION ARGENTINA OBREROS PASTELEROS,CONFITEROS, PIZZEROS Y ALFAJOREROS c/ CAMARA ARGENTINA DE ESTABLECIMIENTOS DE SERVICIOS RAPIDOS DE EXPENDIO DE EMPAREDADOS Y AFINES",,FALSE,
employee_management_extended.record_000872,0329/98 E,YACIMIENTOS CARBONIFEROS RIO TURBIO S.A. / LA FRATERNIDAD,,FALSE,
employee_management_extended.record_000873,0330/01,SINDICATO OBRERO INDUSTRIA NAVAL c/ CAMARA ARGENTINA CONSTRUCTORES DE EMBARCACIONES LIVIANAS,,FALSE,
employee_management_extended.record_000874,0330/75,UNION DE TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES c/SOCIEDAD DAMAS DE LA MISERICORDIA Y OTRAS.,,FALSE,
employee_management_extended.record_000875,0330/98 E,BINARGE S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000876,0331/01,SINDICATO DE OBREROS LADRILLEROS DE TUCUMAN c/ CAMARA DE INDUSTRIALES LADRILLEROS DE TUCUMAN.,,FALSE,
employee_management_extended.record_000877,0331/98 E,"SINDICATO OBREROS Y EMPLEADOS DE CEMENTERIOS DE LA REPUBLICA ARGENTINA c/ CAMARA ARGENTINA CEMENTERIOS, PANTEONES Y AF. Y OTROS.",,FALSE,
employee_management_extended.record_000878,0332/75,CENTRO DE JEFES Y OFICIALES MAQUINISTAS NAVALES c/ FEDERACION ARG. DE ENTIDADES NAVIERAS Y OTRAS.,,FALSE,
employee_management_extended.record_000879,0332/98 E,BINGO KING S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000880,0333/00,"SINDICATO EMPLEADOS Y OBREOS GASTRONOMICOS DE TUCUMAN Y UNION DE HOTELES, RESTAURANTES, CAFES, BARES Y AFINES DE TUCUMAN",,FALSE,
employee_management_extended.record_000881,0333/75,CENTRO DE JEFES Y OFICIALES NAVALES MAQUINISTAS Y OTRAS c/ FEDERACION DE ENTIDADES NAVIERAS Y OTRAS.,,FALSE,
employee_management_extended.record_000882,0333/98 E,BINGO DE LA RIA S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000883,0334/01,UNION TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES C/FEDERACION ARGENTINA DE TRABAJADORES DE LUZ Y FUERZA,,FALSE,
employee_management_extended.record_000884,0334/98 E,BINGO CHIOZZA S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000885,0335/01,"SINDICATO DE OBREROS MARITIMSO UNIDOS , ASOCIACION DE EMBARCACIONES DE PESCA COSTERA Y UNION DE INTERESES PESQUEROS ARGENTINOS",,FALSE,
employee_management_extended.record_000886,0335/75,UNION DE SINDICATO DE LA INDUSTRIA MADERE-RA DE LA REPUBLICA ARGENTINA c/ FEDERACION ARGENTINA DE LA INDUSTRIA MADERERA Y AF.,,FALSE,
employee_management_extended.record_000887,0335/98 E,CRONOPIOS S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000888,0336/75,ASOCIACION GREMIAL PROFESIONALES DEL TURFc/ SOCIEDAD GREMIAL DE VAREADORES,,FALSE,
employee_management_extended.record_000889,0337/01,ASOCIIACIOAN ARGENTINA DE AGENCIAS DE VIAJES Y TURISMO C/ UNION DE TRABAJADORES HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000890,0337/98 E,LINEAS AEREAS PRIVADAS ARGENTINAS S.A. / ASOCIACION ARGENTINA DE AERONAVEGANTES,,FALSE,
employee_management_extended.record_000891,0338/01,UNION DE CONDUCTORES DE AUTOS AL INSTANTE Y REMISES DE LA REPUBLICA ARGENTINA Y CAMARA DE EMPRESARIOS DE AGENCIAS DE REMISES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000892,0338/75,FED. ARG. TRABAJADORES IND. DEL CUERO Y AF. c/ ASOCIACION CURTIDORA ARG. PIELES Y OVINOS CON SU LANA,,FALSE,
employee_management_extended.record_000893,0338/99 E,DISTRIBUIDORA DE GAS DEL CENTRO S.A. / FEDERACION TRABAJADORES INDUSTRIA DEL GAS NATURAL DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000894,0339/99 E,AEROHANDLING S.A. / UNION DEL PER. SUP. PROF. DE EMPRESAS AEROCOMERCIALES,,FALSE,
employee_management_extended.record_000895,0340/75,UNION ARG.DE ARTISTAS DE VARIEDADES c/ASOCIACION DE PROPIETARIOS DE ESTABLECIMIENTOS DE ESPECTACULOS Y DIVERSIONES PUBLICAS Y OTRAS.,,FALSE,
employee_management_extended.record_000896,0340/99 E,IBERARGEN S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000897,0341/02,ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA C/ CAMARA EMPRESARIAL DEL BINGO (C.E.B.),,FALSE,
employee_management_extended.record_000898,0341/75,FEDERACION ARGENTINA DE OBREROS PASTELEROSCONFITEROS Y ALFAJOREROS c/ ASOCIACION DE FABRICANTES DE ALFAJORES Y AF.(ALFAJOR.),,FALSE,
employee_management_extended.record_000899,0342/02,FEDERACION ARGENTINA DE TRABAJADORES DE LUZ Y FUERZA Y COOPERATIVAS ELECTRICAS DE LA PROVINCIA DE BUENOS AIRES (ASOCIACION DE PRESTADORES ELECTRICOS DE LA PROVINCIA DE BUENOS AIRES),,FALSE,
employee_management_extended.record_000900,0343/02,"FEDERACION ARGENTINA DE TRABAJADORES PASTELEROS, CONFITEROS, HELADEROS , PIZZEROS Y ALFAJOREROS - SIND OBREROS CONFITEROS, PASTELEROS, FACTUREROS Y PIZZEROS DE SANTA FE c/ ASOCIACION EMPRESARIA HOTELERO GASTRONOMICA DE SANTA FE Y CENTRO DE INDUSTR",,FALSE,
employee_management_extended.record_000901,0343/75,FED. ARG. TRAB. PRENSA C/EMP.PERIODISTICAS DE MISIONES,,FALSE,
employee_management_extended.record_000902,0343/99 E,TREN DE LA COSTA S.A. / LA FRATERNIDAD,,FALSE,
employee_management_extended.record_000903,0344/02,"FEDERACION ARGENTINA DE TRABAJADORES PASTELEROS, CONFITEROS, HELADEROS , PIZZEROS Y ALFAJOREROS c/ ASOCIACION ARGENTINA DE FABRICANTES DE ALFAJORES Y AFINES.",,FALSE,
employee_management_extended.record_000904,0344/99 E,LENAC SRL / SIND. DE VENDEDORES AMBULANTES DE LA REP. ARG.,,FALSE,
employee_management_extended.record_000905,0345/02,"SINDICATO OBREROS ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO Y LAVADEROS AUTOMATICOS DE LA PROVINCIA DE SANTA FE C/ FEDERACION ARGENTINA DE EXPENDEDORES DE NAFTA DEL INTERIOR",,FALSE,
employee_management_extended.record_000906,0345/75,SINDICATO DE PERIODISTA DE LA PAMPA C/ EDIT.LA CAPITAL Y OTRAS,,FALSE,
employee_management_extended.record_000907,0345/99 E,LADBROKE OFF TRACK S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000908,0346/02,"ASOCIACION DE MEDICOS EMPLEADOS C/ SANATORIO REGIONAL SRL, MUTUALIDAD PROVINCIAL TUCUMAN, SANATORIO RIVADAVIA S.A., SANATORIO PASQUINI SRL, FUTURO S.A., ORGANIZACIÓN GALVEZ S.A., SANATORIO 9 DE JULIO S.A. Y SANATORIO MODELO SRL.",,FALSE,
employee_management_extended.record_000909,0346/75,SINDICATO DE PRENSA DE MAR DEL PLATA C/ EMP.PERIOD. DE LOS PARTIDOS DE PUEYRREDON Y BALC.,,FALSE,
employee_management_extended.record_000910,0347/99 E,EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE SALTA - EDESA - / SINDICATO DE LUZ Y FUERZA DE SALTA,,FALSE,
employee_management_extended.record_000911,0348/02,"SIND.UN.TRAB.ESPEC.PÚB.Y AF.RA /CAM.ARG.PARQUES DE ATRAC.,ENTRET.Y AF.",,FALSE,
employee_management_extended.record_000912,0348/75,SINDICATO OBREROS MARITIMOS UNIDOS DE MAR DEL PLATA C/ SOC. PATRONES PESCADORES,,FALSE,
employee_management_extended.record_000913,0349/99 E,RESINFOR METANOL S.A. / SINDICATO DEL PERSONAL DE INDUSTRIAS QUIMICAS Y AFINES - FEDERACION ARGENTINA DE TRABAJADORES DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS,,FALSE,
employee_management_extended.record_000914,0350/02,"FEDERACION OBREROS Y EMPLEADOS DE ESTACIONES DE SERVICIO, GARAJE, PLAYAS DE ESTACIONAMIENTO, LAVADEROS AUTOMATICOS Y GOMERIAS DE LA REP ARGENTINA, SIND OBRERO DE ESTACIONES DE SERVICIO Y GARAGES DE TUCUMAN Y CAMARA DE COMERCIANTES EN DERI",,FALSE,
employee_management_extended.record_000915,0350/99 E,MASA ARGENTINA S.A. / SINDICATO DEL PERSONAL DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS - FEDERACION ARGENTINA DE TRABAJADORES DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS,,FALSE,
employee_management_extended.record_000916,0351/02,SINDICATO DEL PERSONAL DE LA INDUSTRIA QUIMICA Y PETROQUIMICA DE ZARATE C/ EMPRESAS QUIMICAS Y PETROQUIMICAS DE ZARATE CAMPANA,,FALSE,
employee_management_extended.record_000917,0352/02,FEDERACION DE OBREROS ESPECIALISTAS Y EMPLEADOS DE LOS SERVICIOS E INDUSTRIA DE LAS TELECOMUNICACIONES DE LA REPUBLICA ARGENTINA C/ CAMARA ARGENTINA DE LOCUTORIOS,,FALSE,
employee_management_extended.record_000918,0353/03,ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA C/ ASOCIACION DE EMPRESARIOS DE BINGOS Y SALAS DE JUEGOS DE AZAR,,FALSE,
employee_management_extended.record_000919,0354/03,"UNION OBREROS Y EMPLEADOS TINTOREROS, SOMBREREROS Y LAVADEROS C/ CAMARA ARGENTINA DE TINTORERIAS, LAVANDERIAS Y AFINES",,FALSE,
employee_management_extended.record_000920,0354/75,"UNION OBREROS TINTORERO, SOMBREREROS Y LAVADEROS C/ CAMARAS DE LAVADEROS",,FALSE,
employee_management_extended.record_000921,0354/99 E,BUENOS AIRES AL PACIFICO - SAN MARTIN S.A. / LA FRATERNIDAD - SOC. DEL PERSONAL FERROVIARIO DE LOCOMOTORAS,,FALSE,
employee_management_extended.record_000922,0355/75,"UNION OBREROS TINTORERO, SOMBREREROS Y LAVADEROS C/ LAVADEROS MECANICOS TUCUMAN Corresponde a Delegaciones Regionales.",,FALSE,
employee_management_extended.record_000923,0356/03,"CAMARA DE ARMADORES PESQUEROS CONGELADORES, CAMARA DE ARMADORES POTEROS ARGENTINOS, CAMARA LANGOSTINERA PATAGONICA Y CONSEJO DE EMPRESAS PESQUERAS ARGENTINA c/ SINDICATO OBREROS MARITIMOS UNIDOS (SOMU)",,FALSE,
employee_management_extended.record_000924,0356/75,SINDICATO DE ELECTRICISTAS-ELECTRONICISTAS NAVALES c/ EMPRESAS DRAGADO Y OBRAS PORTUARIAS S.A.,,FALSE,
employee_management_extended.record_000925,0356/99 E,JET - PAQ S.A. / ASOCIACION PERSONAL AERONAUTICO,,FALSE,
employee_management_extended.record_000926,0357/03,SINDICATO OBREROS Y EMPLEADOS DE CASAS CONSIGNATARIAS DEL MERCADO NACIONAL DE HACIENDA DE LINIERS c/ CENTRO DE PRODUCTOS DEL PAIS,,FALSE,
employee_management_extended.record_000927,0357/75,ASOCIACION ARG. DE ACTORES c/ASOCIACION PRODUCTORES DE PELICULAS ARG.Y OTRAS.,,FALSE,
employee_management_extended.record_000928,0358/03,ASOCIACION GREMIAL DE EMPLEADOS DE ESCRIBANIAS DE LA PROVINCIA DE BUENOS AIRES c/ COLEGIO DE ESCRIBANOS DE LA PROVINCIA DE BUENOS AIRES,,FALSE,
employee_management_extended.record_000929,0358/75,"ASOCIACION GREMIAL DE MUSICOS DE GRAL.PUEYRREDON C/ BOITES, CABARETS, NIGHT CLUBS.",,FALSE,
employee_management_extended.record_000930,0358/99 E,UNION DE TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES y FEDERACION ARGENTINA DE CLUBES DE CAMPO,,FALSE,
employee_management_extended.record_000931,0359/75,"FEDERACION ARGENTINA DE OBREROS PASTELEROSCONFITEROS, PIZZEROS Y ALFAJOREROS DE CATAMARCA.",,FALSE,
employee_management_extended.record_000932,0359/99 E,EMPRENDIMIENTOS LABORALES S.A. / FEDERACION SINDICATOS UNIDOS PETROLEROS DEL ESTADO,,FALSE,
employee_management_extended.record_000933,0360/03,UNION DE TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES y SINDICATO DE LUZ Y FUERZA CAPITAL FEDERAL,,FALSE,
employee_management_extended.record_000934,0360/75,"FEDERACION ARGENTINA DE OBREROS PASTELEROS CONFITEROS, PIZZEROS Y ALFAJOREROS.",,FALSE,
employee_management_extended.record_000935,0360/99 E,TERMINAL DE SERVICIOS PORTUARIOS PATAGONIA NORTE S.A. / SINDICATO DE OBREROS PORTUARIOS DE SAN ANTONIO OESTE,,FALSE,
employee_management_extended.record_000936,0361/03,FEDERACION MEDICA GREMIAL DE LA CAPITAL FEDERAL c/ ASOCIACION DE HOSPITALES DE COLECTIVIDADES Y PARTICULARES SIN FINES DE LUCRO.,,FALSE,
employee_management_extended.record_000937,0361/75,SINDICATO TRABAJ.DE LA INDUSTRIA DEL CUERO (MENDOZA).,,FALSE,
employee_management_extended.record_000938,0361/99 E,GENERAL MOTORS ARGENTINA S.A / SIND. de MECÁNICOS Y AFINES DEL TRANSP. AUTOMOTOR,,FALSE,
employee_management_extended.record_000939,0362/03,UNION DE TRABAJADORES HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA ARGENTINA C/ ASOCIACION DE HOTELES DE TURISMO DE LA REPUBLICA ARGENTINA (CATEGORIA CINCO ESTRELLAS) Y EMPRESAS HOTELERAS,,FALSE,
employee_management_extended.record_000940,0362/75,"FEDERACION ARGENTINA DE OBREROS PASTELEROS CONFITEROS, PIZZEROS Y ALFAJOREROS DE ROSARIO.",,FALSE,
employee_management_extended.record_000941,0362/99 E,PUERTO ROSARIO S.A. / SINDICATO DE GUINCHEROS Y MAQUINISTAS DE GRUAS MOVILES,,FALSE,
employee_management_extended.record_000942,0363/99 E,BINGO ADROGUE S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000943,0364/75,SINDICATO DE PRENSA DE CORDOBA CON EMPRESAS PERIODISTICAS CDAD DE CORDOBA,,FALSE,
employee_management_extended.record_000944,0365/99 E,"SKY CHEFS ARGENTINE AIRLINE, INC. / UNION PERSONAL AERONAVEGACION DE ENTES PRIVADOS",,FALSE,
employee_management_extended.record_000945,0366/03,SINDICATO DE OBREROS MARITIMOS UNIDOS C/ CAMARA DE ARMADORES DE REMOLCADORES - ANTILLANA S.A.,,FALSE,
employee_management_extended.record_000946,0366/75,SINDICATO DE CAPATACES PERSONAL ADMINIS.Y VIGILANCIA DE CANTERAS DE CAL Y PIEDRA DE LA PROVINCIA DE CORDOBA C/ CAM. CAL Y PIEDRA PCIA. DE CORDOBA,,FALSE,
employee_management_extended.record_000947,0366/99 E,TIRCA SRL / SINDICATO DE GUINCHEROS Y MAQUINISTAS DE GRUAS MOVILES,,FALSE,
employee_management_extended.record_000948,0367/03,ASOCIACION DE MODELOS ARGENTINOS C/ FEDERACION DE PEINADORES Y AFINES,,FALSE,
employee_management_extended.record_000949,0367/75,UNION TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES C/ CAJA PROFESIONALES DEL ARTE DE CURAR,,FALSE,
employee_management_extended.record_000950,0367/99 E,"INDEMAX S.A. / FEDERACION ARG. OBREROS PASTELEROS, CONFITEROS, PIZZEROS Y ALFAJOREROS y SINDICATO TRABAJADORES ALFAJOREROS, REPOSTEROS, PIZZEROS Y HELADEROS",,FALSE,
employee_management_extended.record_000951,0368/75,SINDICATO OPERADORES CINEMATOGRAFICOS DE LA REP.ARGENTINA c/ ASOCIACION EMPRESARIOS DE CINEMATOGRAFOS Y OTRAS.,,FALSE,
employee_management_extended.record_000952,0368/99 E,PUERTO ROSARIO S.A. / ASOCIACION ARGENTINA EMPLEADOS DE LA MARINA MERCANTE,,FALSE,
employee_management_extended.record_000953,0369/03,FEDERACION ARGENTINA SINDICAL DEL PETROLEO Y GAS PRIVADOS C/ CAMARA DE EMPRESAS ARGENTINAS DE GAS LICUADO,,FALSE,
employee_management_extended.record_000954,0369/99 E,BUENOS AIRES CONTAINER TERMINAL SERVICES SA / ASOCIACION ARGENTINA EMPLEADOS DE LA MARINA MERCANTE,,FALSE,
employee_management_extended.record_000955,0370/03,"ASOCIACION DE CONDUCTORES DE TAXIS LA PLATA, UNION DE PROPIETARIOS DE AUTOTAXIS Y FEDERACION BONAERENSE DE PROPIETARIOS DE TAXIS",,FALSE,
employee_management_extended.record_000956,0370/73,SINDICATO UNICO DE TRABAJADORES DEL ESPECTACULO PUBLICO DE LA REPUBLICA ARGENTINA (SUTEP) y CAMARA DE COMERCIO DE PARQUES Y BALNEARIOS,,FALSE,
employee_management_extended.record_000957,0370/75,ASOCIACION GREMIAL DE MUSICOS C/ REP. DE L.U.RADIO ATLANTICA Y OTROS,,FALSE,
employee_management_extended.record_000958,0370/99 E,NATIONAL SHIPPING CORP. / FEDERACION DE SINDICATOS UNIDOS PETROLEROS DEL ESTADO y SINDICATO FLOTA PETROLERA DEL ESTADO,,FALSE,
employee_management_extended.record_000959,0371/03,"CONFED. ENTIDADES COMERCIO DE HIDROCARBUROS DE LA R.A., FED. EMPR DE COMBUSTIBLES DE LA R.A. C/ STO. OBR. DE ESTACIONES DE SERVICIO, GARAGES Y PLAYAS DE ESTAC. Y FED. DE OB. Y EMPL. DE EST. DE SERVICIO, GARAGES, PLAYAS DE EST., LAVAD.AUT. Y",,FALSE,
employee_management_extended.record_000960,0371/75,"UNION OB.TINTORERO,SOMBREREROS Y LAVADEROS C/ CAMARAS DE TINTORERIAS",,FALSE,
employee_management_extended.record_000961,0371/99 E,HIPICA LANUS S.A. / ASOCIACION AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,,FALSE,
employee_management_extended.record_000962,0372/04,"FEDERACION TRABAJADORES DE INDUSTRIA DE LA ALIMENTACION c/ CAMARA ARGENTINA PATAGONICA DE INDUSTRIAS PESQUERAS, CAMARA INDUSTRIAL PESQUERA Y AFINES DE NECOCHEA",,FALSE,
